start_date(DD/MM/YYYY HH:MM:SS),distance(m),moving_time(HH:MM:SS),route
11/01/2019 04:13:51,7477.9,00:25:00,"[[12.95902, 77.70654], [12.956750000000001, 77.70608], [12.956830000000002, 77.70488], [12.966060000000002, 77.7035], [12.966570000000003, 77.70301], [12.966020000000002, 77.70240000000001], [12.968410000000002, 77.70166000000002], [12.967330000000002, 77.70200000000001], [12.968000000000002, 77.70133000000001], [12.967280000000002, 77.69651000000002], [12.967950000000002, 77.69341000000001], [12.968740000000002, 77.69347000000002], [12.968930000000002, 77.69286000000002], [12.969170000000002, 77.68898000000003], [12.968740000000002, 77.68884000000003], [12.968760000000001, 77.68828000000003], [12.968090000000002, 77.68828000000003], [12.968130000000002, 77.68726000000004], [12.967350000000001, 77.68723000000004], [12.967240000000002, 77.68679000000004], [12.968450000000002, 77.68644000000005], [12.969330000000003, 77.68253000000004], [12.971720000000003, 77.68159000000004], [12.973460000000003, 77.67448000000005], [12.975420000000003, 77.66863000000005], [12.975440000000003, 77.66664000000004], [12.975780000000002, 77.66661000000005], [12.975860000000003, 77.66604000000005], [12.978050000000003, 77.66640000000005], [12.979390000000004, 77.66612000000005], [12.979180000000005, 77.66557000000005], [12.977760000000005, 77.66562000000005]]"
11/01/2019 04:14:27,1756.6,00:09:41,"[[12.97039, 77.66955], [12.97119, 77.66924], [12.97068, 77.66659], [12.97122, 77.66681], [12.971530000000001, 77.66601], [12.97277, 77.66549], [12.97849, 77.66629], [12.979360000000002, 77.66604000000001], [12.979190000000001, 77.66418000000002], [12.97888, 77.66421000000001]]"
11/01/2019 04:16:08,4525.3,00:17:27,"[[12.94524, 77.71797], [12.9447, 77.7169], [12.94286, 77.71826999999999], [12.94042, 77.71882999999998], [12.938649999999999, 77.71701999999998], [12.937919999999998, 77.71336999999998], [12.938189999999999, 77.71105999999999], [12.936589999999999, 77.71045999999998], [12.935559999999999, 77.70589999999999], [12.936659999999998, 77.70461999999999], [12.936519999999998, 77.70376999999999], [12.937739999999998, 77.70063999999999], [12.938339999999998, 77.69776999999999]]"
11/01/2019 04:17:07,7628.7,00:26:58,"[[12.95872, 77.65269], [12.95936, 77.65289000000001], [12.95935, 77.66203000000002], [12.95832, 77.66671000000001], [12.95773, 77.67317000000001], [12.954509999999999, 77.68007000000001], [12.95521, 77.68795000000001], [12.96092, 77.68747000000002], [12.961219999999999, 77.69047000000002], [12.963529999999999, 77.69017000000002], [12.964039999999999, 77.69181000000002], [12.966109999999999, 77.69274000000001], [12.97126, 77.69416000000001], [12.971549999999999, 77.69414], [12.971699999999998, 77.69332], [12.972279999999998, 77.69318], [12.978609999999998, 77.69433], [12.980819999999998, 77.69505], [12.980809999999998, 77.69614999999999], [12.980929999999999, 77.69585999999998]]"
11/01/2019 04:18:43,6948.2,00:24:04,"[[12.99383, 77.73094], [12.99309, 77.72979000000001], [12.992750000000001, 77.72829000000002], [12.991660000000001, 77.72851000000001], [12.990860000000001, 77.72769000000001], [12.989090000000001, 77.72729000000001], [12.98855, 77.72912000000001], [12.98924, 77.72607], [12.99085, 77.72181], [12.99211, 77.71952], [12.9922, 77.7162], [12.98995, 77.7135], [12.98764, 77.70935999999999], [12.98526, 77.70815999999999], [12.98799, 77.70718], [12.98868, 77.70246999999999], [12.98954, 77.70004999999999], [12.98913, 77.69954999999999], [12.989289999999999, 77.69873999999999], [12.988419999999998, 77.69843999999999], [12.988659999999998, 77.69733], [12.984479999999998, 77.69772999999999], [12.983939999999997, 77.69582], [12.980939999999997, 77.69516], [12.980579999999996, 77.69695], [12.982489999999997, 77.69764], [12.982819999999997, 77.69822], [12.982639999999996, 77.69879], [12.982159999999997, 77.69815]]"
11/01/2019 04:21:44,13352.4,00:49:34,"[[12.88507, 77.64565], [12.88554, 77.64628], [12.886270000000001, 77.64947000000001], [12.887810000000002, 77.6496], [12.888580000000001, 77.64909], [12.889410000000002, 77.64915], [12.889710000000001, 77.64968], [12.890960000000002, 77.64911000000001], [12.894060000000001, 77.65087000000001], [12.898750000000001, 77.65121], [12.899810000000002, 77.64872000000001], [12.902420000000003, 77.64845000000001], [12.905040000000003, 77.64886000000001], [12.905970000000003, 77.64454], [12.911890000000003, 77.64450000000001], [12.911860000000003, 77.64293], [12.912220000000003, 77.64210000000001], [12.913920000000003, 77.64201000000001], [12.914500000000002, 77.63796], [12.919710000000002, 77.63826], [12.923870000000003, 77.63959], [12.925060000000002, 77.63749], [12.927340000000003, 77.63767], [12.929740000000002, 77.63389], [12.931400000000002, 77.6338], [12.934160000000002, 77.63091], [12.934910000000002, 77.63154], [12.935900000000002, 77.6315], [12.937920000000002, 77.63283], [12.938570000000002, 77.63271999999999], [12.938780000000001, 77.63447], [12.939860000000001, 77.63610999999999], [12.94729, 77.64065], [12.94827, 77.64053999999999], [12.949530000000001, 77.63918999999999], [12.950330000000001, 77.63905999999999], [12.954410000000001, 77.64112999999999], [12.959880000000002, 77.64133], [12.960800000000003, 77.64178], [12.960410000000003, 77.64256999999999], [12.959430000000003, 77.65624999999999]]"
11/01/2019 04:22:49,17627.8,01:01:37,"[[12.96079, 77.59142], [12.961409999999999, 77.59161], [12.96158, 77.59093], [12.96252, 77.59117], [12.96242, 77.59484], [12.96369, 77.59622], [12.96532, 77.59699], [12.9679, 77.60003], [12.97048, 77.60375], [12.973790000000001, 77.61086], [12.974390000000001, 77.61119000000001], [12.972740000000002, 77.61849000000001], [12.972960000000002, 77.62149000000001], [12.975370000000002, 77.62578], [12.977300000000001, 77.62708], [12.978030000000002, 77.62838], [12.980910000000002, 77.63048], [12.982030000000002, 77.63194], [12.982830000000002, 77.63706], [12.986430000000002, 77.64683000000001], [13.000410000000002, 77.67629000000001], [13.000190000000002, 77.68649], [12.99796, 77.68933000000001], [12.99704, 77.69126000000001], [12.99551, 77.69559000000001], [12.993219999999999, 77.70455000000001], [12.99302, 77.70959], [12.99181, 77.71407], [12.99226, 77.71634], [12.99215, 77.71946], [12.990870000000001, 77.72187], [12.98934, 77.72614999999999], [12.9885, 77.72977999999999], [12.9884, 77.73145], [12.99, 77.73124999999999]]"
11/01/2019 04:28:58,8354.9,00:30:32,"[[12.92034, 77.6532], [12.92029, 77.65213], [12.91891, 77.65151], [12.91895, 77.64934], [12.92253, 77.64961], [12.92251, 77.65046], [12.92397, 77.65017999999999], [12.92453, 77.64936999999999], [12.9244, 77.64520999999999], [12.92328, 77.64144999999999], [12.92426, 77.63880999999999], [12.92647, 77.63884999999999], [12.9269, 77.63956999999999], [12.9289, 77.64067999999999], [12.93078, 77.63681999999999], [12.93112, 77.63575999999999], [12.93076, 77.63528999999998], [12.93131, 77.63430999999999], [12.93113, 77.63395999999999], [12.93174, 77.63329999999999], [12.933919999999999, 77.63387999999999], [12.935199999999998, 77.63286], [12.936009999999998, 77.63344], [12.936169999999997, 77.63458999999999], [12.937369999999998, 77.63293999999999], [12.938139999999997, 77.63257999999999], [12.938759999999997, 77.63472999999999], [12.939779999999997, 77.63609], [12.946809999999997, 77.64043], [12.948269999999997, 77.64050999999999], [12.950039999999998, 77.63904], [12.951969999999998, 77.6399], [12.950079999999998, 77.64129], [12.945929999999999, 77.64672999999999]]"
11/01/2019 04:29:38,3596.7,00:15:20,"[[12.9555, 77.62171], [12.95592, 77.62086], [12.95791, 77.62111999999999], [12.9652, 77.61769], [12.96698, 77.61147], [12.96741, 77.61108999999999], [12.97025, 77.61044999999999], [12.96982, 77.61207999999999], [12.97381, 77.61269999999999], [12.97355, 77.61386999999999]]"
11/01/2019 04:37:04,2089.5,00:08:58,"[[12.84, 77.6468], [12.84166, 77.64723], [12.84174, 77.64778], [12.84097, 77.65098], [12.83925, 77.65499], [12.838989999999999, 77.65901], [12.839369999999999, 77.65952999999999], [12.841729999999998, 77.66035999999998], [12.842769999999998, 77.66032999999999], [12.842829999999998, 77.66002999999999]]"
11/01/2019 04:37:09,2581.9,00:10:12,"[[12.91708, 77.61011], [12.91655, 77.61], [12.91646, 77.60909], [12.9167, 77.59696], [12.91472, 77.59680999999999], [12.91403, 77.59403999999999], [12.91341, 77.59401], [12.91234, 77.59236], [12.912510000000001, 77.59156], [12.911290000000001, 77.59144]]"
11/01/2019 04:42:42,2446.8,00:12:13,"[[12.9522, 77.70006], [12.94792, 77.69927999999999], [12.94289, 77.69742999999998], [12.93887, 77.69514999999998], [12.93752, 77.69366999999998], [12.9367, 77.69401999999998], [12.93652, 77.69512999999998], [12.93465, 77.69523999999998], [12.93412, 77.69623999999999]]"
11/01/2019 04:47:46,7458.6,00:30:42,"[[12.97384, 77.71047], [12.97227, 77.71166], [12.96783, 77.71365], [12.96748, 77.71643], [12.96644, 77.71811], [12.96533, 77.71834], [12.96396, 77.71797], [12.96195, 77.71678], [12.95881, 77.71603], [12.95591, 77.71471], [12.95675, 77.7013], [12.94347, 77.69781], [12.93944, 77.69544], [12.93836, 77.69775], [12.93662, 77.69743], [12.93653, 77.69539], [12.93468, 77.69526], [12.93428, 77.69606]]"
11/01/2019 04:53:50,4320.2,00:21:26,"[[12.98386, 77.56396], [12.98398, 77.5641], [12.98394, 77.56419], [12.984020000000001, 77.56434999999999], [12.984060000000001, 77.56456999999999], [12.98412, 77.56479999999999], [12.98414, 77.56491], [12.98413, 77.56499], [12.984070000000001, 77.56501999999999], [12.983770000000002, 77.56510999999999], [12.983580000000002, 77.56508], [12.983430000000002, 77.56509], [12.983070000000001, 77.56502], [12.982910000000002, 77.56501], [12.982870000000002, 77.56507], [12.982870000000002, 77.56523], [12.982700000000001, 77.56585], [12.982660000000001, 77.56621], [12.98258, 77.5666], [12.982520000000001, 77.56665], [12.98216, 77.56666], [12.98212, 77.56668], [12.98209, 77.56671], [12.982149999999999, 77.56687], [12.982219999999998, 77.56715], [12.982329999999997, 77.56748999999999], [12.982509999999998, 77.56784999999999], [12.982659999999997, 77.56836999999999], [12.982899999999997, 77.56875999999998], [12.982959999999997, 77.56888999999998], [12.982969999999996, 77.56893999999998], [12.982929999999996, 77.56932999999998], [12.982879999999996, 77.56949999999998], [12.982819999999997, 77.56959999999998], [12.982759999999997, 77.56963999999998], [12.982439999999997, 77.56975999999997], [12.982049999999997, 77.57002999999997], [12.981949999999998, 77.57006999999997], [12.981689999999997, 77.57011999999997], [12.981289999999996, 77.57023999999997], [12.981099999999996, 77.57039999999996], [12.980719999999996, 77.57067999999997], [12.980429999999997, 77.57091999999997], [12.980309999999996, 77.57105999999997], [12.980239999999997, 77.57120999999998], [12.980219999999997, 77.57131999999999], [12.980219999999997, 77.57141999999999], [12.980329999999997, 77.57202], [12.980329999999997, 77.57227999999999], [12.980359999999997, 77.57242], [12.980489999999998, 77.57275999999999], [12.980669999999998, 77.57343999999999], [12.980719999999998, 77.57369999999999], [12.980789999999997, 77.57430999999998], [12.980849999999997, 77.57464999999998], [12.980819999999996, 77.57469999999998], [12.980719999999996, 77.57472999999997], [12.980149999999997, 77.57483999999998], [12.979949999999997, 77.57485999999999], [12.979779999999996, 77.57490999999999], [12.979579999999997, 77.57489999999999], [12.979379999999997, 77.57493999999998], [12.979079999999998, 77.57503999999999], [12.979049999999997, 77.57506999999998], [12.979019999999997, 77.57510999999998], [12.979029999999996, 77.57548999999999], [12.979119999999996, 77.57665999999999], [12.979119999999996, 77.57705999999999], [12.979159999999997, 77.5773], [12.979139999999997, 77.5778], [12.979099999999997, 77.57821], [12.979119999999996, 77.57841], [12.979089999999996, 77.57871], [12.979079999999996, 77.57917], [12.979019999999997, 77.57962], [12.979019999999997, 77.57991000000001], [12.978929999999997, 77.58084000000001], [12.978859999999997, 77.58119], [12.978819999999997, 77.58127], [12.978769999999997, 77.5813], [12.978719999999997, 77.58129], [12.978359999999997, 77.58106], [12.977079999999997, 77.58022], [12.976709999999997, 77.57992999999999], [12.976489999999997, 77.57981999999998], [12.976369999999996, 77.57981999999998], [12.976239999999995, 77.57977999999999], [12.975939999999996, 77.57949999999998], [12.975719999999995, 77.57932999999998], [12.975369999999996, 77.57910999999999], [12.975299999999997, 77.57906999999999], [12.975229999999998, 77.57906999999999], [12.975179999999998, 77.57903999999999], [12.974919999999997, 77.57883], [12.974679999999998, 77.5786], [12.974469999999998, 77.57849999999999], [12.974359999999999, 77.57836999999999], [12.974229999999999, 77.57829], [12.974079999999999, 77.57826], [12.9736, 77.57795], [12.97335, 77.5778], [12.97328, 77.57777999999999], [12.973230000000001, 77.57780999999999], [12.97319, 77.57786999999999], [12.97315, 77.57803999999999], [12.972990000000001, 77.57831999999999], [12.97249, 77.57945], [12.9723, 77.57978999999999], [12.97207, 77.58031999999999], [12.972000000000001, 77.58042999999999], [12.97192, 77.58067], [12.971910000000001, 77.58077], [12.97183, 77.5809], [12.97171, 77.58121], [12.97146, 77.58165], [12.97129, 77.58189], [12.97111, 77.5821], [12.970889999999999, 77.58232], [12.970609999999999, 77.58267], [12.9705, 77.58278], [12.970239999999999, 77.58295], [12.970059999999998, 77.58294], [12.969999999999999, 77.58291999999999], [12.96999, 77.58294], [12.969949999999999, 77.58292999999999], [12.96984, 77.58288999999999], [12.96968, 77.58279999999999], [12.96935, 77.58270999999999], [12.96922, 77.58269999999999], [12.96907, 77.58263999999998], [12.96894, 77.58261999999998], [12.96836, 77.58230999999998], [12.96799, 77.58213999999998], [12.96786, 77.58214999999998], [12.96777, 77.58207999999999], [12.96764, 77.58202999999999], [12.967039999999999, 77.58160999999998], [12.966909999999999, 77.58152999999999], [12.966809999999999, 77.58151999999998], [12.96675, 77.58146999999998], [12.966719999999999, 77.58147999999998], [12.96665, 77.58158999999999], [12.96654, 77.58170999999999], [12.96651, 77.58166999999999], [12.96652, 77.58165999999999], [12.966539999999998, 77.58165999999999]]"
11/01/2019 04:53:56,11032.1,00:38:20,"[[13.01228, 77.63968], [13.011420000000001, 77.6401], [13.011610000000001, 77.63968], [13.011080000000002, 77.63947999999999], [13.011190000000001, 77.63875999999999], [13.00969, 77.63866999999999], [13.006450000000001, 77.63945], [13.002410000000001, 77.63441999999999], [13.001030000000002, 77.62731], [12.997880000000002, 77.62326999999999], [12.997810000000003, 77.62163999999999], [12.995360000000003, 77.61635999999999], [12.985860000000004, 77.61178999999998], [12.984360000000004, 77.61182999999998], [12.983290000000004, 77.61074999999998], [12.968840000000004, 77.60622999999998], [12.966180000000003, 77.60690999999998], [12.962190000000003, 77.60681999999998], [12.951850000000004, 77.60525999999999], [12.942310000000004, 77.60802999999999], [12.937130000000005, 77.61070999999998], [12.936440000000005, 77.61051999999998], [12.936500000000004, 77.60995999999999]]"
11/01/2019 04:54:08,2248.1,00:08:47,"[[12.98245, 77.67421], [12.98291, 77.67373], [12.98455, 77.67468000000001], [12.98549, 77.67288], [12.986180000000001, 77.66953000000001], [12.98498, 77.66686000000001], [12.98051, 77.66537000000001], [12.97945, 77.66612], [12.97914, 77.66566], [12.97773, 77.66554000000001]]"
11/01/2019 04:57:16,5347.2,00:22:16,"[[12.97244, 77.70625], [12.972000000000001, 77.70742], [12.96934, 77.7067], [12.96723, 77.70362], [12.96607, 77.70343], [12.96656, 77.70300999999999], [12.965919999999999, 77.70237999999999], [12.95741, 77.70145], [12.95534, 77.7007], [12.95021, 77.69995], [12.94209, 77.69718], [12.93934, 77.69545000000001], [12.9392, 77.69485], [12.93531, 77.69069], [12.936549999999999, 77.69047]]"
11/01/2019 05:08:34,6981.5,00:31:05,"[[12.99375, 77.62695], [12.994530000000001, 77.62697999999999], [12.994250000000001, 77.62883], [12.994660000000001, 77.62912999999999], [12.995180000000001, 77.62718999999998], [12.997020000000001, 77.62719999999999], [12.997060000000001, 77.62799999999999], [12.99938, 77.62865999999998], [13.00084, 77.62700999999998], [13.001570000000001, 77.62718999999998], [13.00215, 77.62582999999998], [13.00455, 77.62645999999998], [13.00496, 77.62701999999997], [13.006960000000001, 77.62774999999998], [13.006480000000002, 77.62944999999998], [13.007560000000002, 77.62994999999998], [13.007570000000001, 77.63125999999998], [13.00829, 77.63221999999999], [13.01059, 77.63241], [13.01167, 77.6364], [13.0112, 77.63945], [13.02189, 77.6396], [13.021730000000002, 77.63994], [13.022480000000002, 77.64017], [13.02236, 77.64097], [13.02341, 77.6413], [13.02338, 77.64213], [13.02417, 77.64271], [13.02406, 77.64318999999999], [13.02447, 77.64347], [13.02269, 77.64735999999999], [13.022630000000001, 77.64796999999999], [13.022910000000001, 77.64808], [13.022150000000002, 77.65061999999999], [13.022860000000001, 77.65083999999999]]"
